3.54237,1.1168,0.52066,0.33125,0.48468,0.88717,1.19313,0.9881,0.57004,0.4133,0.41995,0.36811,0.24254,0.18561,0.12047,0.06724
1.54893,8.51394,1.14442,0.30086,0.25514,0.66025,0.94488,0.99136,0.87725,0.48288,0.38886,0.26777,0.22291,0.14415,0.07154,0.04977
0.29552,2.47797,11.82082,0.90834,0.35204,0.46408,0.60366,0.93313,1.06253,0.70765,0.45323,0.27442,0.15697,0.12046,0.0862,0.07523
0.18767,0.36388,3.64931,11.28234,1.02629,0.5956,0.51361,0.76313,0.82352,0.85644,0.4727,0.26544,0.12505,0.07387,0.03765,0.02635
0.26245,0.18266,0.19445,2.49233,3.78098,1.47966,1.03791,1.00765,0.82597,0.88921,0.63498,0.39079,0.16761,0.05761,0.04908,0.03843
0.65757,0.3011,0.15474,0.47194,1.81611,3.16551,1.92129,1.53354,1.33065,1.10152,1.0348,0.60183,0.29668,0.08562,0.04405,0.02796
0.86764,0.91109,0.63891,0.2999,1.05551,1.99303,2.906,2.09032,1.63231,1.3189,1.05386,0.81521,0.40888,0.15356,0.07944,0.07285
0.73504,1.03835,0.85636,0.44986,0.69618,1.45359,1.80978,2.70078,2.13296,1.4376,1.09008,0.65931,0.40963,0.20977,0.12499,0.05045
0.52468,0.88657,1.0669,0.79795,0.91442,1.35527,1.77004,1.98936,2.69992,1.85092,1.34602,0.59381,0.39871,0.18131,0.12384,0.0578
0.393,0.67123,0.84179,1.12638,0.99624,1.19363,1.43003,1.65167,1.78828,2.16566,1.3818,0.74748,0.34439,0.1463,0.12883,0.11475
0.53452,0.56248,0.75916,0.89083,1.09334,1.52173,1.44094,1.38948,1.87322,2.02316,1.91201,1.16323,0.46997,0.15568,0.11327,0.09805
1.15328,1.15781,0.74461,0.91046,1.06945,1.74062,1.91149,1.48025,1.65216,1.45072,1.76198,1.7941,0.86385,0.33738,0.16925,0.1165
1.38099,1.28746,0.79205,0.78164,0.81825,1.29584,1.48922,1.5599,1.33756,1.15258,1.12719,1.3164,1.20169,0.59098,0.35719,0.14861
1.09566,1.55993,1.21087,0.64076,0.66166,0.84338,1.23663,1.23006,1.11733,0.62629,0.71343,0.797,0.81679,0.9654,0.40905,0.19869
0.46891,1.24018,0.95236,0.82557,0.26576,0.52102,0.48303,0.85496,0.89482,0.68699,0.53628,0.42124,0.73654,0.6608,0.73993,0.30218
0.71892,0.90264,1.23547,0.98985,0.36691,0.35332,0.57205,0.7945,0.79585,0.84991,0.84676,0.50742,0.40099,0.5741,0.50448,0.41023
